case,location,city or county,date,summary,fatalities,injured,total_victims,venue,prior signs of mental health issues,mental health - details,weapons obtained legally,where obtained,type of weapons,weapon details,race,gender,sources,mental health sources,latitude,longitude,type,year
,Virginia,Chesapeake,1/27/16,1401 N. George Washington Hwy,6,0,6,,,,,,,,,,,,,,,
,Washington,Seattle,1/26/16,Airport Way S. and S. Atlantic St.,2,3,5,,,,,,,,,,,,,,,
,California,Perris,1/25/16,140 S. D Street,1,4,5,,,,,,,,,,,,,,,
,California,Los Angeles,1/23/16,8105 Avalon Blvd,2,2,4,,,,,,,,,,,,,,,
,Virginia,Ware Neck (Gloucester Courthouse),1/17/16,Ditchley Road and Gill Lane,1,3,4,,,,,,,,,,,,,,,
,Delaware,Wilmington,1/11/16,900 block of Brown Street,1,4,5,,,,,,,,,,,,,,,
,District of Columbia,Washington,1/8/16,1700 East Capitol Street Northeast,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,1/8/16,1500 block of South Kedzie,1,4,5,,,,,,,,,,,,,,,
,Tennessee,Memphis,1/7/16,3800 block of Kerwood Avenue,1,3,4,,,,,,,,,,,,,,,
,Florida,Lakeland,1/6/16,2312 East Magnolia Street,3,1,4,,,,,,,,,,,,,,,
,Colorado,Littleton,12/31/17,3404 E County Line Rd,2,6,8,,,,,,,,,,,,,,,
,Illinois,Chicago,12/31/17,2335 Howard St,0,4,4,,,,,,,,,,,,,,,
,New Jersey,Long Branch,12/31/17,635 Wall St,4,0,4,,,,,,,,,,,,,,,
,Nevada,Las Vegas,12/27/17,3750 E Bonanza Rd,2,2,4,,,,,,,,,,,,,,,
,Florida,Miami,12/26/17,NW 18th Ave and 86th Ter,0,5,5,,,,,,,,,,,,,,,
,Mississippi,Vicksburg,12/24/17,1111 Mulberry Street,0,5,5,,,,,,,,,,,,,,,
,Alabama,Troy,12/24/17,100 block of Chapman St,1,4,5,,,,,,,,,,,,,,,
,Louisiana,Eunice,12/23/17,100 block of City Avenue,1,3,4,,,,,,,,,,,,,,,
,Alabama,Birmingham,12/23/17,3rd Ave N and 9th St N,0,4,4,,,,,,,,,,,,,,,
,Louisiana,Lafayette,12/21/17,1500 block of N University Avenue,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,12/21/17,6600 block of Dorel St,1,3,4,,,,,,,,,,,,,,,
,Mississippi,Mc Cool (Mccool),12/16/17,Ferguson Rd,0,4,4,,,,,,,,,,,,,,,
,California,Pacoima,12/15/17,13041 Jouett Street,0,5,5,,,,,,,,,,,,,,,
,Ohio,Columbus,12/13/17,200 block of E Barthman Ave,1,3,4,,,,,,,,,,,,,,,
,Kentucky,Louisville,12/12/17,17th and Gallagher Streets,0,4,4,,,,,,,,,,,,,,,
,Texas,Garland,12/12/17,1301 Rivercrest Ln,0,4,4,,,,,,,,,,,,,,,
,Massachusetts,Boston,12/9/17,Proctor St,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,12/6/17,4620 N Broadway,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Pittsburgh,12/4/17,7200 block of Everton St,2,2,4,,,,,,,,,,,,,,,
,Tennessee,Memphis,12/3/17,656 Marshall Ave,1,3,4,,,,,,,,,,,,,,,
,Michigan,Detroit,12/2/17,5200 Woodward Avenue,0,4,4,,,,,,,,,,,,,,,
,Michigan,Detroit,11/30/17,11000 block of Gunston,1,4,5,,,,,,,,,,,,,,,
,Ohio,Cleveland,11/24/17,11618 Buckeye Rd,1,5,6,,,,,,,,,,,,,,,
,Mississippi,Brookhaven,11/24/17,119 Martin Street,1,6,7,,,,,,,,,,,,,,,
,Minnesota,Minneapolis,11/18/17,3600 block of Emerson Avenue North,0,4,4,,,,,,,,,,,,,,,
,Louisiana,New Iberia,11/17/17,900 Block of Mississippi St,0,4,4,,,,,,,,,,,,,,,
,Georgia,Columbus,11/16/17,1400 block of 15th Street,0,7,7,,,,,,,,,,,,,,,
,California,Corning,11/14/17,17357 Stagecoach Rd,6,12,18,,,,,,,,,,,,,,,
,California,Richmond,11/14/17,900 Block of View Dr,2,2,4,,,,,,,,,,,,,,,
,Indiana,Gary,11/12/17,4601 Melton Rd,0,7,7,,,,,,,,,,,,,,,
,California,Fresno,11/12/17,S Calvin Ave,0,5,5,,,,,,,,,,,,,,,
,Georgia,Atlanta,11/12/17,50 Lower Alabama St,2,2,4,,,,,,,,,,,,,,,
,Texas,Dallas,11/11/17,2532 Martin Luther King Jr Blvd,1,3,4,,,,,,,,,,,,,,,
,Louisiana,New Orleans,11/11/17,Forstall Street and Burgundy Street,1,5,6,,,,,,,,,,,,,,,
,North Carolina,Fayetteville,11/11/17,2835 Bragg Blvd,1,5,6,,,,,,,,,,,,,,,
,Ohio,Dayton,11/10/17,193 Olive Rd,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,11/9/17,1800 block of Ringgold,0,4,4,,,,,,,,,,,,,,,
,Texas,Sutherland Springs,11/5/17,216 4th St,27,20,47,,,,,,,,,,,,,,,
,Texas,Austin,11/4/17,N Lamar Blvd and Masterson Pass,0,4,4,,,,,,,,,,,,,,,
,Ohio,Youngstown,11/4/17,2810 Market St,0,4,4,,,,,,,,,,,,,,,
,California,Santa Monica,11/4/17,1515 Ocean Avenue,1,3,4,,,,,,,,,,,,,,,
,Minnesota,Minneapolis,11/3/17,10th Ave S and E 24th St,0,4,4,,,,,,,,,,,,,,,
,California,Gardena,11/3/17,E 163rd St and S Main St,0,4,4,,,,,,,,,,,,,,,
,New York,Buffalo,11/3/17,147 Roosevelt Ave,0,4,4,,,,,,,,,,,,,,,
,Louisiana,Lacombe,11/3/17,27600 block of Mirmar Street,1,4,5,,,,,,,,,,,,,,,
,Texas,Austin,10/29/17,5500 block of Ave F,1,3,4,,,,,,,,,,,,,,,
,Ohio,Toledo,10/28/17,1327 N Huron St,0,4,4,,,,,,,,,,,,,,,
,Virginia,Petersburg,10/28/17,N Sycamore St and Franklin,1,3,4,,,,,,,,,,,,,,,
,Kentucky,Louisville,10/27/17,1716 Prentice St,0,6,6,,,,,,,,,,,,,,,
,California,San Francisco,10/27/17,1100 block of Fillmore,0,4,4,,,,,,,,,,,,,,,
,California,Clearlake Oaks,10/23/17,13000 block of Anchor Village,2,3,5,,,,,,,,,,,,,,,
,Connecticut,Hartford,10/22/17,Wethersfield Avenue and Elliott Street,0,4,4,,,,,,,,,,,,,,,
,Alabama,Lanett,10/22/17,1606 19th St Sw,2,7,9,,,,,,,,,,,,,,,
,Florida,Jacksonville,10/21/17,164 E Eubanks St,0,4,4,,,,,,,,,,,,,,,
,Tennessee,Nashville,10/21/17,1277 12th Ave S,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Chester,10/21/17,1200 block of W Carlas Ln,0,4,4,,,,,,,,,,,,,,,
,Florida,Tampa,10/21/17,400 Block of E Nordica St,0,4,4,,,,,,,,,,,,,,,
,Maryland,Edgewood,10/18/17,2111 Emmorton Park Rd,3,3,6,,,,,,,,,,,,,,,
,New York,Brooklyn,10/17/17,181 Martense St,0,4,4,,,,,,,,,,,,,,,
,Mississippi,Meridian,10/16/17,5th Street,1,3,4,,,,,,,,,,,,,,,
,Texas,Houston,10/15/17,6233 Gulfton St,2,2,4,,,,,,,,,,,,,,,
,Arizona,Phoenix,10/15/17,107th Ave and Camelback Rd,1,3,4,,,,,,,,,,,,,,,
,California,Aliso Viejo,10/12/17,6 Asbury Ct,2,2,4,,,,,,,,,,,,,,,
,Ohio,Pedro,10/11/17,15497 SR 93,4,0,4,,,,,,,,,,,,,,,
,California,San Francisco,10/10/17,25th St and Treat Ave,0,4,4,,,,,,,,,,,,,,,
,Texas,Houston,10/9/17,3352 Old Spanish Trail,0,5,5,,,,,,,,,,,,,,,
,Arizona,Phoenix,10/7/17,87th Ave and Thomas Rd,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,10/6/17,8000 block of S Marshfield,0,5,5,,,,,,,,,,,,,,,
,Arizona,Casa Grande,10/5/17,400 block of W 13th Street,4,0,4,,,,,,,,,,,,,,,
,Florida,Miami,10/3/17,2051 NW 65th St,0,4,4,,,,,,,,,,,,,,,
,Kansas,Lawrence,10/1/17,1000 block of Massachusetts St,3,2,5,,,,,,,,,,,,,,,
,Tennessee,Memphis,9/30/17,800 block of Kerr Avenue,1,3,4,,,,,,,,,,,,,,,
,Louisiana,New Orleans,9/28/17,2001 N Rocheblave St,1,3,4,,,,,,,,,,,,,,,
,Tennessee,Memphis,9/26/17,2531 Chelsea Ave,0,4,4,,,,,,,,,,,,,,,
,Maryland,Baltimore,9/26/17,3200 block of Lyndale Ave,2,2,4,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,9/26/17,100 block of Pastorius St,1,3,4,,,,,,,,,,,,,,,
,Maryland,Baltimore,9/24/17,500 block of E. Patapsco Avenue,0,4,4,,,,,,,,,,,,,,,
,Tennessee,Antioch,9/24/17,3890 Pin Hook Rd,1,8,9,,,,,,,,,,,,,,,
,New York,Syracuse,9/24/17,1226 E Fayette St,0,4,4,,,,,,,,,,,,,,,
,New Jersey,Mays Landing,9/24/17,6000 block of Hoover Dr,1,3,4,,,,,,,,,,,,,,,
,California,Bakersfield,9/23/17,818 Real Rd,1,4,5,,,,,,,,,,,,,,,
,Illinois,Danville,9/23/17,Seminary St and Jackson St,0,5,5,,,,,,,,,,,,,,,
,Connecticut,Hartford,9/23/17,1164 Albany Ave,2,2,4,,,,,,,,,,,,,,,
,Indiana,Gary,9/20/17,4300 block of 23rd Ct,0,5,5,,,,,,,,,,,,,,,
,Michigan,Detroit,9/17/17,5000 block of Stanton Street,1,3,4,,,,,,,,,,,,,,,
,Virginia,Petersburg,9/17/17,300 Mistletoe St,1,4,5,,,,,,,,,,,,,,,
,South Carolina,Columbia,9/16/17,920 Lady Street,0,8,8,,,,,,,,,,,,,,,
,Washington,Rockford,9/13/17,14626 S Jackson Rd,1,3,4,,,,,,,,,,,,,,,
,Pennsylvania,York,9/13/17,400 block of S Duke St,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,9/13/17,3100 block of N 2nd St,0,4,4,,,,,,,,,,,,,,,
,Tennessee,Memphis,9/13/17,1000 block of Morehead St,1,5,6,,,,,,,,,,,,,,,
,Louisiana,New Orleans,9/10/17,2101 N Claiborne Ave,1,3,4,,,,,,,,,,,,,,,
,Texas,Plano,9/10/17,1712 West Spring Creek Parkway,9,1,10,,,,,,,,,,,,,,,
,Alabama,Selma,9/9/17,Kings Bend Road,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,9/6/17,2700 block of Madison,0,4,4,,,,,,,,,,,,,,,
,Illinois,Bellwood,9/4/17,1000 block of Bellwood Ave,0,4,4,,,,,,,,,,,,,,,
,California,Inglewood,9/3/17,10100 block of S Firmona Ave,2,3,5,,,,,,,,,,,,,,,
,Kentucky,Louisville,9/2/17,8008 Watterson Trail,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,9/2/17,8300 block of S Hermitage,1,3,4,,,,,,,,,,,,,,,
,New Mexico,Clovis,8/28/17,701 N Main St,2,4,6,,,,,,,,,,,,,,,
,California,Sacramento,8/27/17,7760 24th St,1,4,5,,,,,,,,,,,,,,,
,Indiana,Evansville,8/27/17,1127 Chestnut St,1,3,4,,,,,,,,,,,,,,,
,Florida,Gainesville,8/25/17,1600 NE 8th Ave,0,4,4,,,,,,,,,,,,,,,
,Missouri,St. Louis,8/24/17,10400 block of Balmoral Dr,4,0,4,,,,,,,,,,,,,,,
,Illinois,Chicago,8/22/17,300 block of N Central Ave,0,4,4,,,,,,,,,,,,,,,
,New Jersey,Newark,8/21/17,Fabyan Place,0,4,4,,,,,,,,,,,,,,,
,New Jersey,Newark,8/21/17,700 block of S 19th St,1,3,4,,,,,,,,,,,,,,,
,Maryland,Baltimore,8/21/17,Cottage Avenue and Park Heights Avenue,1,3,4,,,,,,,,,,,,,,,
,North Carolina,Whitakers,8/21/17,980 Fishing Creek Rd,4,0,4,,,,,,,,,,,,,,,
,Tennessee,Memphis,8/21/17,262 Decatur St,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,8/20/17,11901 S Loomis St,2,5,7,,,,,,,,,,,,,,,
,New York,Brooklyn,8/20/17,100th St and Ave M,0,4,4,,,,,,,,,,,,,,,
,Ohio,Cleveland,8/19/17,11143 Superior Ave,1,4,5,,,,,,,,,,,,,,,
,New York,Wyandanch,8/16/17,Merritt Ave and 15th St,0,4,4,,,,,,,,,,,,,,,
,California,North Hollywood,8/14/17,Morrison St and Klump Ave,2,2,4,,,,,,,,,,,,,,,
,California,Sacramento,8/13/17,4000 Block of Martin Luther King Jr Blvd,0,4,4,,,,,,,,,,,,,,,
,Virginia,Suffolk,8/13/17,8700 block of Quay Rd,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,8/13/17,39th St and Melon St,0,5,5,,,,,,,,,,,,,,,
,Missouri,St. Louis,8/12/17,12310 Bellefontaine Rd,1,3,4,,,,,,,,,,,,,,,
,Illinois,Chicago,8/8/17,1 block of East 37th Street,1,6,7,,,,,,,,,,,,,,,
,New York,Bronx,8/6/17,Wickham Ave,0,6,6,,,,,,,,,,,,,,,
,New York,Bronx,8/6/17,Unionport Rd,0,4,4,,,,,,,,,,,,,,,
,California,Oakland,8/6/17,1000 block of 106th Avenue,0,7,7,,,,,,,,,,,,,,,
,New Jersey,Lakewood,8/5/17,900 block of Brook Road,0,4,4,,,,,,,,,,,,,,,
,South Carolina,Allendale,8/5/17,300 block of Ellis St,1,3,4,,,,,,,,,,,,,,,
,Florida,Tallahassee,8/5/17,1939 W Tennessee St,1,3,4,,,,,,,,,,,,,,,
,Montana,Lodge Grass,8/4/17,200 block of North Helen Street,3,2,5,,,,,,,,,,,,,,,
,District of Columbia,Washington,8/3/17,3426 18th St NE,1,3,4,,,,,,,,,,,,,,,
,Maryland,Baltimore,8/2/17,900 block of N Broadway,0,4,4,,,,,,,,,,,,,,,
,Washington,Toppenish,8/1/17,8000 Block of Lateral C Rd,0,6,6,,,,,,,,,,,,,,,
,California,Fresno,8/1/17,Mariposa St and A St,0,7,7,,,,,,,,,,,,,,,
,Illinois,Chicago,8/1/17,800 block of N Monticello Ave,0,4,4,,,,,,,,,,,,,,,
,Illinois,Decatur,7/31/17,Jasper St and Main St,0,4,4,,,,,,,,,,,,,,,
,Virginia,Norfolk,7/30/17,1500 block of Azalea Garden Rd,1,5,6,,,,,,,,,,,,,,,
,Texas,El Paso,7/30/17,1810 George Dieter Dr,1,3,4,,,,,,,,,,,,,,,
,New York,Buffalo,7/29/17,200 block of Carl St,1,4,5,,,,,,,,,,,,,,,
,North Carolina,Salisbury,7/29/17,115 W Fisher St,2,3,5,,,,,,,,,,,,,,,
,Delaware,Wilmington,7/28/17,400 block of N Washington St,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,7/27/17,2000 block of E 71st St,1,4,5,,,,,,,,,,,,,,,
,North Carolina,High Point,7/26/17,2111 E. Green Drive,1,6,7,,,,,,,,,,,,,,,
,Florida,Jacksonville,7/25/17,1040 Golfair Boulevard,1,3,4,,,,,,,,,,,,,,,
,Illinois,Chicago,7/23/17,1500 block of East 82nd St,1,3,4,,,,,,,,,,,,,,,
,Louisiana,Baton Rouge,7/23/17,10360 Ave H,0,4,4,,,,,,,,,,,,,,,
,Ohio,Cincinnati,7/22/17,130 E Clifton Ave,0,5,5,,,,,,,,,,,,,,,
,Virginia,Richmond,7/19/17,2300 block of Bethel St,0,5,5,,,,,,,,,,,,,,,
,California,Los Angeles,7/19/17,Imperial Hwy and Broadway,1,3,4,,,,,,,,,,,,,,,
,New Jersey,Trenton,7/18/17,Hewitt St and Division St,1,3,4,,,,,,,,,,,,,,,
,Wisconsin,Milwaukee,7/18/17,3000 Block of N 39th St,0,4,4,,,,,,,,,,,,,,,
,Arizona,El Mirage,7/18/17,NW Grand Ave and W Thunderbird Rd,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,7/15/17,21st and Fitzwater,1,3,4,,,,,,,,,,,,,,,
,Illinois,Chicago,7/15/17,12200 block of S Throop St,0,4,4,,,,,,,,,,,,,,,
,Virginia,Lawrenceville,7/9/17,500 block Sturgeon Rd,0,7,7,,,,,,,,,,,,,,,
,Illinois,Alton,7/8/17,700 block of Oakwood,0,4,4,,,,,,,,,,,,,,,
,Ohio,Cincinnati,7/8/17,9917 Capstan Dr,1,8,9,,,,,,,,,,,,,,,
,Mississippi,Meridian,7/6/17,Eighth Ave,0,4,4,,,,,,,,,,,,,,,
,Georgia,Savannah,7/5/17,Jefferson Street and West St. Julian Street,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,7/5/17,11000 block of S Eberhart,2,2,4,,,,,,,,,,,,,,,
,Maine,Madison,7/5/17,300 block of Russell Rd,4,1,5,,,,,,,,,,,,,,,
,Florida,Orlando,7/4/17,501 W Lancaster Rd,0,4,4,,,,,,,,,,,,,,,
,Virginia,Hampton,7/4/17,500 block of Patterson Ave,1,4,5,,,,,,,,,,,,,,,
,North Carolina,Raleigh,7/4/17,105 E South St,1,3,4,,,,,,,,,,,,,,,
,Alabama,Prattville,7/3/17,112 US 82,3,1,4,,,,,,,,,,,,,,,
,Michigan,Pontiac,7/3/17,50 block of Thorpe St,1,3,4,,,,,,,,,,,,,,,
,New Jersey,Jersey City,7/2/17,Wilkinson Avenue,0,4,4,,,,,,,,,,,,,,,
,South Carolina,Greenwood,7/2/17,SC 72 Bypass,0,4,4,,,,,,,,,,,,,,,
,Illinois,Momence,7/1/17,2727 S 13000 Rd E,0,4,4,,,,,,,,,,,,,,,
,New Jersey,Newark,7/1/17,Lincoln Park and Pennsylvania Avenue,2,2,4,,,,,,,,,,,,,,,
,California,Oakland,7/1/17,3200 Humboldt Ave,0,4,4,,,,,,,,,,,,,,,
,Arkansas,Little Rock,7/1/17,220 W 6th St,0,25,25,,,,,,,,,,,,,,,
,New York,Bronx,6/30/17,1650 Grand Concourse,2,6,8,,,,,,,,,,,,,,,
,Illinois,Chicago,6/27/17,200 block of S Lotus,0,5,5,,,,,,,,,,,,,,,
,District of Columbia,Washington,6/25/17,5900 block of Southern Ave SE,0,4,4,,,,,,,,,,,,,,,
,Missouri,St. Louis,6/25/17,5000 block of Thekla Ave,1,3,4,,,,,,,,,,,,,,,
,Florida,Fort Lauderdale,6/24/17,2335 NW 16th Ct,1,4,5,,,,,,,,,,,,,,,
,New York,New York,6/24/17,114th St and Manhattan Ave,0,5,5,,,,,,,,,,,,,,,
,New Jersey,Willingboro,6/24/17,Pastoral Lane,0,4,4,,,,,,,,,,,,,,,
,Georgia,Atlanta,6/22/17,1100 block of Osborne Street,1,6,7,,,,,,,,,,,,,,,
,Missouri,St. Louis,6/18/17,1900 block of N 14th St,3,2,5,,,,,,,,,,,,,,,
,District of Columbia,Washington,6/18/17,3100 block of Buena Vista Terrace SE,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,6/18/17,3300 block of W Crystal St,0,4,4,,,,,,,,,,,,,,,
,South Carolina,Myrtle Beach,6/18/17,311 N Ocean Blvd,0,7,7,,,,,,,,,,,,,,,
,Ohio,Columbus,6/17/17,6252 Busch Blvd,1,4,5,,,,,,,,,,,,,,,
,Illinois,Chicago,6/17/17,1 block of North Latrobe,0,4,4,,,,,,,,,,,,,,,
,Virginia,Richmond,6/15/17,4053 Old Brook Road,1,3,4,,,,,,,,,,,,,,,
,New Mexico,La Madera,6/15/17,491 NM 111,5,0,5,,,,,,,,,,,,,,,
,Ohio,Canton,6/14/17,14th St. NE and Gibbs Ave. NE,0,4,4,,,,,,,,,,,,,,,
,Virginia,Alexandria,6/14/17,420 E Monroe Ave,1,5,6,,,,,,,,,,,,,,,
,California,San Francisco,6/14/17,720 San Bruno,4,2,6,,,,,,,,,,,,,,,
,Maryland,Baltimore,6/13/17,3300 block of Ayrdale Avenue,0,4,4,,,,,,,,,,,,,,,
,Maryland,Baltimore,6/13/17,1200 block of Bonaparte Avenue,2,2,4,,,,,,,,,,,,,,,
,Missouri,St. Louis,6/13/17,Ferguson Ave and Plymouth Ave,0,4,4,,,,,,,,,,,,,,,
,Illinois,Chicago,6/11/17,3300 block of W Douglas Blvd,0,9,9,,,,,,,,,,,,,,,
,Tennessee,Chattanooga,6/11/17,4272 Bonny Oaks Drive,0,4,4,,,,,,,,,,,,,,,
,Texas,Houston,6/11/17,505 Cypress Station Dr,0,4,4,,,,,,,,,,,,,,,
,Tennessee,Memphis,6/10/17,571 East Street,0,4,4,,,,,,,,,,,,,,,
,Texas,Fort Worth,6/9/17,East Davis Avenue and New York Avenue,2,5,7,,,,,,,,,,,,,,,
,Louisiana,New Orleans,6/8/17,3650 Franklin Ave,0,6,6,,,,,,,,,,,,,,,
,Utah,Sandy,6/6/17,2232 Alta Canyon Drive,3,2,5,,,,,,,,,,,,,,,
,Florida,Orlando,6/5/17,2427 Forsyth Rd,6,0,6,,,,,,,,,,,,,,,
,Missouri,St. Louis,6/3/17,1600 Block of Union Blvd,2,2,4,,,,,,,,,,,,,,,
,Louisiana,New Orleans,6/3/17,3717 Tulane Ave,3,2,5,,,,,,,,,,,,,,,
,Texas,Laredo,6/2/17,5301 McPherson Rd,2,3,5,,,,,,,,,,,,,,,
,California,Los Angeles,6/2/17,89th St and Broadway,1,3,4,,,,,,,,,,,,,,,
,Missouri,St. Louis,6/1/17,Beacon Ave and Lillian Ave,3,1,4,,,,,,,,,,,,,,,
,Ohio,Middletown,5/30/17,1200 Elliott Dr,1,3,4,,,,,,,,,,,,,,,
,Kentucky,Louisville,5/29/17,231 Witherspoon St,1,3,4,,,,,,,,,,,,,,,
,Alabama,Phenix City,5/28/17,100 block of 6th Street South,0,12,12,,,,,,,,,,,,,,,
,New Jersey,Paterson,5/28/17,86 Main Street,1,5,6,,,,,,,,,,,,,,,
,Mississippi,Moss Point,5/28/17,6103 Hwy. 63,0,5,5,,,,,,,,,,,,,,,
,Mississippi,Bogue Chitto,5/27/17,2871 Lee Dr,8,1,9,,,,,,,,,,,,,,,
,New York,New York,5/27/17,318 W 14th St,0,4,4,,,,,,,,,,,,,,,
,District of Columbia,Washington,5/27/17,100 block of Q Street Northwest,1,7,8,,,,,,,,,,,,,,,
,Florida,Miami,5/26/17,2730 NW 167th St,0,4,4,,,,,,,,,,,,,,,
,Iowa,Des Moines,5/21/17,4300 Beaver Dr,1,3,4,,,,,,,,,,,,,,,
,Arizona,Mesa,5/21/17,441 N Val Vista Dr,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,5/20/17,2100 block of W Huntingdon St,0,10,10,,,,,,,,,,,,,,,
,South Carolina,Ruffin,5/16/17,21785 Lowcountry Hwy,3,1,4,,,,,,,,,,,,,,,
,Arkansas,Jonesboro,5/14/17,311 S Main St,1,6,7,,,,,,,,,,,,,,,
,Illinois,Dolton,5/14/17,14112 Chicago Road,0,5,5,,,,,,,,,,,,,,,
,Florida,Avon Park,5/14/17,Hal McRae Blvd and Delaney Ave,0,5,5,,,,,,,,,,,,,,,
,Texas,Fort Worth,5/14/17,8600 block of Calmont Ave,0,4,4,,,,,,,,,,,,,,,
,New Jersey,Trenton,5/10/17,300 block of Centre St,1,3,4,,,,,,,,,,,,,,,
,Kansas,Kansas City,5/9/17,1900 block of S. Boeke,3,1,4,,,,,,,,,,,,,,,
,Illinois,Chicago,5/7/17,2600 block of 46th Pl,2,8,10,,,,,,,,,,,,,,,
,Michigan,Flint,5/4/17,600 block of Copeman Boulevard,1,3,4,,,,,,,,,,,,,,,
,Florida,Jacksonville,5/2/17,1566 West 24th Street,1,3,4,,,,,,,,,,,,,,,
,Texas,Dallas,5/1/17,3200 block of Reynolds Ave,2,3,5,,,,,,,,,,,,,,,
,California,San Diego,4/30/17,9080 Judicial Dr,2,6,8,,,,,,,,,,,,,,,
,Kansas,Topeka,4/30/17,4104 SW 28th,4,1,5,,,,,,,,,,,,,,,
,Florida,Jacksonville,4/30/17,1200 Ken Knight Dr N,0,5,5,,,,,,,,,,,,,,,
,South Carolina,Loris,4/30/17,268 N Sea Green Rd,1,5,6,,,,,,,,,,,,,,,
,Maryland,Germantown,4/29/17,12800 block of Kitchen House Way,1,3,4,,,,,,,,,,,,,,,
,California,Los Angeles,4/29/17,Murchison St and Lancaster Ave,1,3,4,,,,,,,,,,,,,,,
,California,Sacramento,4/29/17,3800 block of 26th Avenue,0,5,5,,,,,,,,,,,,,,,
,California,Whittier,4/29/17,10000 block of Carmentia Rd,1,5,6,,,,,,,,,,,,,,,
,California,Compton,4/29/17,2000 Block of N Nestor Ave,0,4,4,,,,,,,,,,,,,,,
,Virginia,Virginia Beach,4/29/17,200 block of 18th St,0,4,4,,,,,,,,,,,,,,,
,Pennsylvania,Chester,4/28/17,5 E 21st St,0,4,4,,,,,,,,,,,,,,,
,New Jersey,Newark,4/27/17,1100 block of S Orange Ave,1,3,4,,,,,,,,,,,,,,,
,Florida,Miami,4/26/17,SW 264th St and 139th Ave,0,4,4,,,,,,,,,,,,,,,
,Florida,Palm Bay,4/21/17,2500 block of Vernon Dr,2,2,4,,,,,,,,,,,,,,,
,Kentucky,Louisville,4/20/17,700 block of East Jacob Street,0,4,4,,,,,,,,,,,,,,,
,California,Vallejo,4/16/17,110 Calhoun Street,0,4,4,,,,,,,,,,,,,,,
,North Carolina,Elizabeth City,4/16/17,611 S Martin St,0,4,4,,,,,,,,,,,,,,,
,Ohio,Columbus,4/16/17,1710 Cleveland Av,0,9,9,,,,,,,,,,,,,,,
,Illinois,Rock Falls,4/15/17,311 W  2nd St,0,4,4,,,,,,,,,,,,,,,
,Indiana,Indianapolis,4/15/17,300 block of S Meridian St,0,4,4,,,,,,,,,,,,,,,
,Alabama,Birmingham,4/15/17,1480 Center Point Pkwy,0,6,6,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,4/15/17,5900 block of Hammond Street,0,4,4,,,,,,,,,,,,,,,
,Illinois,Harvey,4/15/17,14600 block of Myrtle Avenue,0,4,4,,,,,,,,,,,,,,,
,California,Banning,4/15/17,900 block of N Allen St,0,4,4,,,,,,,,,,,,,,,
,Georgia,Atlanta,4/13/17,30 Anderson Ave SW,1,3,4,,,,,,,,,,,,,,,
,Texas,San Antonio,4/9/17,3100 block of Fidelia Drive,1,3,4,,,,,,,,,,,,,,,
,Indiana,Fort Wayne,4/9/17,9439 Lima Rd,1,3,4,,,,,,,,,,,,,,,
,North Carolina,Hickory,4/7/17,1423 29th Ave Dr NE,3,1,4,,,,,,,,,,,,,,,
,Texas,Houston,4/7/17,3829 Mount Pleasant St,5,0,5,,,,,,,,,,,,,,,
,Minnesota,St. Paul,4/7/17,1600 block of English St,4,1,5,,,,,,,,,,,,,,,
,Illinois,Chicago,4/7/17,5600 block of W Lake St,1,5,6,,,,,,,,,,,,,,,
,Louisiana,Lake Charles,4/6/17,2000 block of Tulip St,1,3,4,,,,,,,,,,,,,,,
,Pennsylvania,Philadelphia,4/3/17,1100 block of W Stiles St,3,1,4,,,,,,,,,,,,,,,
,Texas,Lubbock,4/3/17,5401 Ave Q,0,7,7,,,,,,,,,,,,,,,
,Illinois,Chicago,4/2/17,3500 block of West Van Buren Street,2,4,6,,,,,,,,,,,,,,,
,Iowa,Des Moines,4/2/17,2500 Martin Luther King Jr. Parkway,0,5,5,,,,,,,,,,,,,,,
,California,Pittsburg,4/1/17,100 block of Madoline Street,0,5,5,,,,,,,,,,,,,,,
,Florida,Tampa,4/1/17,219 S Howard Ave,1,4,5,,,,,,,,,,,,,,,
,Oklahoma,Oklahoma City,4/1/17,1200 block of N Woodward Avenue,2,3,5,,,,,,,,,,,,,,,
